"","id","X.1","X","No.","year","month","day","newsection","landmark","treatment","pulse","fl","matureall","maturesex.x","No","cohort","cohortsureness","maturesex.y","geneticsex","difference","sex","distance","cluster"
"570","RYRDYR",1956,2003,3599,2017,3,29,"L3",476.5,"late",0,123,-1,"nonbreeding",1519,2016,1,NA,"pseudo","nd","nd",765,"1st"
"571","RYRDYR",1957,2004,2999,2016,10,11,"L3",477,"late",1,104,0,"non",1519,2016,1,NA,"pseudo","nd","nd",770,"1st"
"572","RYRPBB",2017,2071,3865,2017,5,24,"E2",420,"early ",0,146,-1,"nonbreeding",1258,2016,1,NA,NA,"nd","nd",200,"1st"
"573","RYRPBB",2018,2072,2513,2016,8,17,"E2",423,"early ",1,94,-1,"nonbreeding",1258,2016,1,NA,NA,"nd","nd",230,"1st"
"574","RYRPBD",2019,2073,2505,2016,8,17,"E2",421,"early ",1,77,-1,"nonbreeding",1259,2016,1,NA,NA,"nd","nd",210,"2nd"
"575","RYRPBG",2020,2074,3176,2016,10,13,"E2",420,"early ",0,113,0,"non",110,2016,1,NA,"female","nd","female",200,"1st"
"576","RYRPBG",2021,2075,2502,2016,8,17,"E2",421,"early ",1,113,-1,"nonbreeding",110,2016,1,NA,"female","nd","female",210,"1st"
"577","RYRPBR",2028,2082,2501,2016,8,17,"E2",421,"early ",1,105,-1,"nonbreeding",1260,2016,1,NA,NA,"nd","nd",210,"1st"
"578","RYRPBY",2029,2083,3267,2017,3,18,"E2",422,"early ",0,108,-1,"nonbreeding",1261,2016,1,NA,NA,"nd","nd",220,"1st"
"579","RYRPBY",2030,2084,2504,2016,8,17,"E2",421,"early ",1,92,-1,"nonbreeding",1261,2016,1,NA,NA,"nd","nd",210,"1st"
"580","RYRPBY",2031,2085,4295,2017,7,28,"E2",421,"early ",1,144,-1,"nonbreeding",1261,2016,1,NA,NA,"nd","nd",210,"1st"
"581","RYRPBY",2032,2086,3182,2016,10,13,"E2",421,"early ",0,97,0,"non",1261,2016,1,NA,NA,"nd","nd",210,"1st"
"582","RYRPBY",2033,2088,3868,2017,5,24,"E2",421,"early ",0,130,-1,"nonbreeding",1261,2016,1,NA,NA,"nd","nd",210,"1st"
"583","RYRPBYY",2034,2089,4299,2017,7,28,"E2",423,"early ",1,147,-1,"nonbreeding",281,2016,1,"female",NA,"nd","female",230,"1st"
"584","RYRPBYY",2035,2090,4993,2017,10,12,"E2",422.5,"early ",0,149,1,"female",281,2016,1,"female",NA,"nd","female",225,"1st"
"585","RYRPBYY",2036,2091,3191,2016,10,13,"E2",423,"early ",0,98,0,"non",281,2016,1,"female",NA,"nd","female",230,"1st"
"586","RYRPDD",2037,2096,2971,2016,10,11,"E2",414,"early ",0,100,0,"non",178,2016,1,NA,"male","nd","nd",140,"1st"
"587","RYRPDD",2038,2097,2481,2016,8,17,"E2",418,"early ",1,95,-1,"nonbreeding",178,2016,1,NA,"male","nd","nd",180,"1st"
"588","RYRPDP",2044,2103,3168,2016,10,13,"E2",418,"early ",0,108,0,"non",179,2016,1,NA,"male","nd","nd",180,"1st"
"589","RYRPDP",2045,2104,2482,2016,8,17,"E2",418,"early ",1,106,-1,"nonbreeding",179,2016,1,NA,"male","nd","nd",180,"1st"
"590","RYRPDR",2046,2105,2474,2016,8,17,"E2",416,"early ",1,88,-1,"nonbreeding",1262,2016,1,NA,NA,"nd","nd",160,"2nd"
"591","RYRPDY",2047,2106,2480,2016,8,17,"E2",418,"early ",1,94,-1,"nonbreeding",1263,2016,1,NA,"male","nd","nd",180,"2nd"
"592","RYRPDY",2048,2107,4980,2017,10,12,"E2",419,"early ",0,130,0,"non",1263,2016,1,NA,"male","nd","nd",190,"2nd"
"593","RYRPGB",2049,2108,2450,2016,8,17,"E3",527,"early ",1,95,-1,"nonbreeding",180,2016,1,NA,"male","nd","nd",1270,"1st"
"594","RYRPGB",2050,2109,3930,2017,5,25,"E3",529,"early ",0,146,-1,"nonbreeding",180,2016,1,NA,"male","nd","nd",1290,"1st"
"595","RYRPGB",2051,2110,4568,2017,7,30,"E3",534,"early ",1,183,-1,"nonbreeding",180,2016,1,NA,"male","nd","nd",1340,"1st"
"596","RYRPGB",2052,2111,2813,2016,10,10,"E3",528,"early ",0,101,0,"non",180,2016,1,NA,"male","nd","nd",1280,"1st"
"597","RYRPGP",2063,2122,3394,2017,3,20,"E3",527,"early ",0,128,-1,"nonbreeding",1264,2016,1,"female",NA,"nd","female",1270,"1st"
"598","RYRPGP",2064,2123,2449,2016,8,17,"E3",527,"early ",1,104,-1,"nonbreeding",1264,2016,1,"female",NA,"nd","female",1270,"1st"
"599","RYRPGR",2065,2124,3631,2017,3,29,"L3",489,"late",0,123,-1,"nonbreeding",1265,2016,1,NA,NA,"nd","nd",890,"1st"
"600","RYRPGR",2066,2125,2437,2016,8,16,"L3",489,"late",0,98,-1,"nonbreeding",1265,2016,1,NA,NA,"nd","nd",890,"1st"
"601","RYRPGY",2067,2126,2447,2016,8,17,"E3",525,"early ",1,95,-1,"nonbreeding",1266,2016,1,NA,NA,"nd","nd",1250,"1st"
"602","RYRPGY",2068,2127,3921,2017,5,25,"E3",529,"early ",0,135,-1,"nonbreeding",1266,2016,1,NA,NA,"nd","nd",1290,"1st"
"603","RYRPPB",2069,2128,3848,2017,5,24,"E2",415,"early ",0,133,-1,"nonbreeding",1267,2016,1,NA,NA,"nd","nd",150,"2nd"
"604","RYRPPB",2070,2130,4271,2017,7,28,"E2",415,"early ",1,148,-1,"nonbreeding",1267,2016,1,NA,NA,"nd","nd",150,"2nd"
"605","RYRPPB",2071,2131,2500,2016,8,17,"E2",421,"early ",1,76,-1,"nonbreeding",1267,2016,1,NA,NA,"nd","nd",210,"2nd"
"606","RYRPPD",2072,2132,2496,2016,8,17,"E2",420,"early ",1,89,-1,"nonbreeding",1268,2016,1,NA,NA,"nd","nd",200,"2nd"
"607","RYRPPG",2073,2133,2493,2016,8,17,"E2",420,"early ",1,91,-1,"nonbreeding",1269,2016,1,NA,NA,"nd","nd",200,"1st"
"608","RYRPPP",2074,2134,3180,2016,10,13,"E2",421,"early ",0,104,0,"non",1523,2016,1,NA,"pseudo","nd","nd",210,"1st"
"609","RYRPPP",2075,2135,2499,2016,8,17,"E2",421,"early ",1,98,-1,"nonbreeding",1523,2016,1,NA,"pseudo","nd","nd",210,"1st"
"610","RYRPPR",2078,2138,2492,2016,8,17,"E2",420,"early ",1,100,-1,"nonbreeding",1270,2016,1,NA,NA,"nd","nd",200,"1st"
"611","RYRPRD",2083,2143,3029,2016,10,11,"L3",489,"late",1,106,0,"non",1524,2016,1,NA,"pseudo","nd","nd",890,"1st"
"612","RYRPRD",2084,2144,2432,2016,8,16,"L3",488,"late",0,94,-1,"nonbreeding",1524,2016,1,NA,"pseudo","nd","nd",880,"1st"
"613","RYRPRG",2085,2145,4617,2017,7,31,"L3",484,"late",0,139,-1,"nonbreeding",181,2016,1,NA,"male","nd","nd",840,"2nd"
"614","RYRPRG",2086,2146,3017,2016,10,11,"L3",483,"late",1,83,0,"non",181,2016,1,NA,"male","nd","nd",830,"2nd"
"615","RYRPRG",2087,2147,4069,2017,5,26,"L3",484,"late",0,133,-1,"nonbreeding",181,2016,1,NA,"male","nd","nd",840,"2nd"
"616","RYRPRG",2088,2148,2429,2016,8,16,"L3",486,"late",0,75,-1,"nonbreeding",181,2016,1,NA,"male","nd","nd",860,"2nd"
"617","RYRPRG",2089,2149,3614,2017,3,29,"L3",483,"late",0,119,-1,"nonbreeding",181,2016,1,NA,"male","nd","nd",830,"2nd"
"618","RYRPRR",2095,2155,3023,2016,10,11,"L3",487,"late",1,97,0,"non",182,2016,1,NA,"male","nd","nd",870,"1st"
"619","RYRPRR",2096,2156,4070,2017,5,26,"L3",485,"late",0,130,-1,"nonbreeding",182,2016,1,NA,"male","nd","nd",850,"1st"
"620","RYRPRR",2097,2157,4624,2017,7,31,"L3",486.5,"late",0,138,-1,"nonbreeding",182,2016,1,NA,"male","nd","nd",865,"1st"
"621","RYRPRR",2098,2158,2428,2016,8,16,"L3",486,"late",0,93,-1,"nonbreeding",182,2016,1,NA,"male","nd","nd",860,"1st"
"622","RYRPYB",2104,2164,2468,2016,8,17,"E3",534,"early ",1,101,-1,"nonbreeding",1272,2016,1,NA,NA,"nd","nd",1340,"1st"
"623","RYRPYB",2105,2165,3403,2017,3,20,"E3",534,"early ",0,136,-1,"nonbreeding",1272,2016,1,NA,NA,"nd","nd",1340,"1st"
"624","RYRPYR",2117,2177,3922,2017,5,25,"E3",529,"early ",0,128,-1,"nonbreeding",1274,2016,1,NA,NA,"nd","nd",1290,"2nd"
"625","RYRPYR",2118,2178,2451,2016,8,17,"E3",527,"early ",1,82,-1,"nonbreeding",1274,2016,1,NA,NA,"nd","nd",1270,"2nd"
"626","RYRPYR",2119,2179,3395,2017,3,20,"E3",527,"early ",0,101,-1,"nonbreeding",1274,2016,1,NA,NA,"nd","nd",1270,"2nd"
"627","RYRPYR",2120,2180,4571,2017,7,30,"E3",535,"early ",1,147,-1,"nonbreeding",1274,2016,1,NA,NA,"nd","nd",1350,"2nd"
"628","RYRYBD",2171,2231,2846,2016,10,10,"L1",437,"late",1,78,0,"non",183,2016,1,NA,"male","nd","nd",370,"3rd"
"629","RYRYBD",2172,2232,2334,2016,8,16,"L1",438,"late",0,68,-1,"nonbreeding",183,2016,1,NA,"male","nd","nd",380,"3rd"
"630","RYRYBG",2173,2233,4675,2017,10,10,"L1",435,"late",1,129,0,"non",1288,2016,1,NA,"female","nd","female",350,"2nd"
"631","RYRYBG",2174,2234,4332,2017,7,28,"L1",437,"late",0,117,-1,"nonbreeding",1288,2016,1,NA,"female","nd","female",370,"2nd"
"632","RYRYBG",2175,2235,2331,2016,8,16,"L1",437,"late",0,80,-1,"nonbreeding",1288,2016,1,NA,"female","nd","female",370,"2nd"
"633","RYRYBG",2176,2236,3893,2017,5,24,"L1",436,"late",0,115,-1,"nonbreeding",1288,2016,1,NA,"female","nd","female",360,"2nd"
"634","RYRYBR",2178,2238,2328,2016,8,16,"L1",436,"late",0,69,-1,"nonbreeding",1290,2016,1,NA,NA,"nd","nd",360,"3rd"
"635","RYRYBR",2179,2239,4356,2017,7,28,"L1",440,"late",0,93,-1,"nonbreeding",1290,2016,1,NA,NA,"nd","nd",400,"3rd"
"636","RYRYBY",2180,2240,2332,2016,8,16,"L1",437,"late",0,97,-1,"nonbreeding",1291,2016,1,NA,NA,"nd","nd",370,"1st"
"637","RYRYDD",2186,2246,4659,2017,10,10,"L1",432,"late",1,133,0,"non",112,2016,1,NA,"female","nd","female",320,"2nd"
"638","RYRYDD",2187,2247,2831,2016,10,10,"L1",432,"late",1,84,0,"non",112,2016,1,NA,"female","nd","female",320,"2nd"
"639","RYRYDD",2188,2248,3878,2017,5,24,"L1",432,"late",0,116,-1,"nonbreeding",112,2016,1,NA,"female","nd","female",320,"2nd"
"640","RYRYDD",2189,2249,2312,2016,8,16,"L1",432,"late",0,75,-1,"nonbreeding",112,2016,1,NA,"female","nd","female",320,"2nd"
"641","RYRYDR",2197,2257,2280,2016,8,15,"L2",450,"late",0,78,-1,"nonbreeding",1293,2016,1,NA,NA,"nd","nd",500,"2nd"
"642","RYRYDY",2198,2258,2301,2016,8,15,"L2",447,"late",0,85,-1,"nonbreeding",1294,2016,1,NA,NA,"nd","nd",470,"2nd"
"643","RYRYGR",2204,2264,1978,2016,5,27,"C1",467,"control",0,84,-1,"nonbreeding",1297,2016,1,NA,"female","nd","female",670,"2nd"
"644","RYRYGR",2205,2265,5052,2017,10,13,"C1",469,"control",0,118,0,"non",1297,2016,1,NA,"female","nd","female",690,"2nd"
"645","RYRYGR",2206,2266,4189,2017,5,27,"C1",469,"control",0,113,-1,"nonbreeding",1297,2016,1,NA,"female","nd","female",690,"2nd"
"646","RYRYPG",2215,2275,3877,2017,5,24,"L1",432,"late",0,117,-1,"nonbreeding",1299,2016,1,NA,NA,"nd","nd",320,"2nd"
"647","RYRYPG",2216,2276,2319,2016,8,16,"L1",434,"late",0,80,-1,"nonbreeding",1299,2016,1,NA,NA,"nd","nd",340,"2nd"
"648","RYRYPP",2217,2277,4682,2017,10,10,"L1",437,"late",1,134,0,"non",184,2016,1,NA,"male","nd","nd",370,"2nd"
"649","RYRYPP",2218,2278,2839,2016,10,10,"L1",435,"late",1,91,0,"non",184,2016,1,NA,"male","nd","nd",350,"2nd"
"650","RYRYPP",2219,2279,3886,2017,5,24,"L1",435,"late",0,122,-1,"nonbreeding",184,2016,1,NA,"male","nd","nd",350,"2nd"
"651","RYRYPP",2220,2280,2324,2016,8,16,"L1",435,"late",0,75,-1,"nonbreeding",184,2016,1,NA,"male","nd","nd",350,"2nd"
"652","RYRYPR",2221,2281,3898,2017,5,24,"L1",438,"late",0,121,-1,"nonbreeding",113,2016,1,NA,"female","nd","female",380,"2nd"
"653","RYRYPR",2222,2282,2318,2016,8,16,"L1",434,"late",0,80,-1,"nonbreeding",113,2016,1,NA,"female","nd","female",340,"2nd"
"654","RYRYPR",2223,2283,3287,2017,3,19,"L1",438,"late",0,102,-1,"nonbreeding",113,2016,1,NA,"female","nd","female",380,"2nd"
"655","RYRYPR",2224,2284,4685,2017,10,10,"L1",438,"late",1,122,0,"non",113,2016,1,NA,"female","nd","female",380,"2nd"
"656","RYRYPR",2225,2285,2837,2016,10,10,"L1",435,"late",1,87,0,"non",113,2016,1,NA,"female","nd","female",350,"2nd"
"657","RYRYPR",2226,2286,4344,2017,7,28,"L1",439,"late",0,121,-1,"nonbreeding",113,2016,1,NA,"female","nd","female",390,"2nd"
"658","RYRYYD",2238,2298,4094,2017,5,27,"L2",444,"late",0,111,-1,"nonbreeding",1305,2016,1,NA,"female","nd","female",440,"2nd"
"659","RYRYYD",2239,2299,4371,2017,7,29,"L2",446,"late",0,116,-1,"nonbreeding",1305,2016,1,NA,"female","nd","female",460,"2nd"
"660","RYRYYD",2240,2300,3313,2017,3,19,"L2",445,"late",0,94,-1,"nonbreeding",1305,2016,1,NA,"female","nd","female",450,"2nd"
"661","RYRYYD",2241,2301,4715,2017,10,10,"L2",444,"late",1,129,0,"non",1305,2016,1,NA,"female","nd","female",440,"2nd"
"662","RYRYYD",2242,2302,2257,2016,8,15,"L2",444,"late",0,75,-1,"nonbreeding",1305,2016,1,NA,"female","nd","female",440,"2nd"
"663","RYRYYG",2243,2303,3888,2017,5,24,"L1",436,"late",0,134,-1,"nonbreeding",1306,2016,1,NA,NA,"nd","nd",360,"1st"
"664","RYRYYG",2244,2304,4329,2017,7,28,"L1",436,"late",0,128,-1,"nonbreeding",1306,2016,1,NA,NA,"nd","nd",360,"1st"
"665","RYRYYG",2245,2305,2245,2016,8,15,"L2",441,"late",0,99,-1,"nonbreeding",1306,2016,1,NA,NA,"nd","nd",410,"1st"
"666","RYRYYP",2246,2306,4374,2017,7,29,"L2",447.5,"late",0,122,-1,"nonbreeding",1307,2016,1,NA,NA,"nd","nd",475,"2nd"
"667","RYRYYP",2247,2307,2265,2016,8,15,"L2",447,"late",0,83,-1,"nonbreeding",1307,2016,1,NA,NA,"nd","nd",470,"2nd"
"668","RYRYYP",2248,2308,4104,2017,5,27,"L2",447,"late",0,123,-1,"nonbreeding",1307,2016,1,NA,NA,"nd","nd",470,"2nd"
"669","RYRYYP",2249,2309,3318,2017,3,19,"L2",447,"late",0,105,-1,"nonbreeding",1307,2016,1,NA,NA,"nd","nd",470,"2nd"
"670","RYRYYY",2252,2312,4697,2017,10,10,"L1",440,"late",1,131,0,"non",1309,2016,1,NA,"pseudo","nd","nd",400,"2nd"
"671","RYRYYY",2253,2313,2247,2016,8,15,"L2",441,"late",0,88,-1,"nonbreeding",1309,2016,1,NA,"pseudo","nd","nd",410,"2nd"
"672","RYYBBP",2261,2321,4912,2017,10,12,"E1",403,"early ",0,146,0,"non",1313,2016,1,NA,"male","nd","nd",30,"1st"
"673","RYYBBP",2262,2322,3980,2017,5,25,"E1",402,"early ",0,135,-1,"nonbreeding",1313,2016,1,NA,"male","nd","nd",20,"1st"
"674","RYYBBP",2263,2323,4194,2017,7,27,"E1",402,"early ",1,142,-1,"nonbreeding",1313,2016,1,NA,"male","nd","nd",20,"1st"
"675","RYYBBR",2264,2324,3958,2017,5,25,"E1",405.5,"early ",0,130,-1,"nonbreeding",1314,2016,1,NA,NA,"nd","nd",55,"1st"
"676","RYYBDD",2268,2328,4680,2017,10,10,"L1",437,"late",1,137,0,"non",1317,2016,1,NA,"pseudo","nd","nd",370,"2nd"
"677","RYYBDD",2269,2329,3897,2017,5,24,"L1",438,"late",0,118,-1,"nonbreeding",1317,2016,1,NA,"pseudo","nd","nd",380,"2nd"
"678","RYYBDR",2272,2332,4290,2017,7,28,"E2",420,"early ",1,143,-1,"nonbreeding",1320,2016,1,NA,NA,"nd","nd",200,"1st"
"679","RYYBDR",2273,2333,3863,2017,5,24,"E2",419,"early ",0,140,-1,"nonbreeding",1320,2016,1,NA,NA,"nd","nd",190,"1st"
"680","RYYBGB",2275,2335,3832,2017,5,24,"E2",410,"early ",0,142,-1,"nonbreeding",1322,2016,1,NA,NA,"nd","nd",100,"1st"
"681","RYYDBB",2321,2386,3194,2016,10,13,"E2",423,"early ",0,88,0,"non",1342,2016,1,NA,NA,"nd","nd",230,"2nd"
"682","RYYDBB",2322,2387,4300,2017,7,28,"E2",423,"early ",1,123,-1,"nonbreeding",1342,2016,1,NA,NA,"nd","nd",230,"2nd"
"683","RYYDBD",2323,2388,3266,2017,3,18,"E2",422,"early ",0,90,-1,"nonbreeding",1343,2016,1,NA,NA,"nd","nd",220,"2nd"
"684","RYYDBD",2324,2389,3189,2016,10,13,"E2",422,"early ",0,82,0,"non",1343,2016,1,NA,NA,"nd","nd",220,"2nd"
"685","RYYDBG",2325,2390,3264,2017,3,18,"E2",421,"early ",0,99,-1,"nonbreeding",1344,2016,1,NA,NA,"nd","nd",210,"2nd"
"686","RYYDBG",2326,2391,3181,2016,10,13,"E2",421,"early ",0,90,0,"non",1344,2016,1,NA,NA,"nd","nd",210,"2nd"
"687","RYYDBP",2327,2392,3855,2017,5,24,"E2",418,"early ",0,126,-1,"nonbreeding",1345,2016,1,NA,NA,"nd","nd",180,"1st"
"688","RYYDBP",2328,2393,3252,2017,3,18,"E2",419,"early ",0,114,-1,"nonbreeding",1345,2016,1,NA,NA,"nd","nd",190,"1st"
"689","RYYDBP",2329,2394,3192,2016,10,13,"E2",423,"early ",0,94,0,"non",1345,2016,1,NA,NA,"nd","nd",230,"1st"
"690","RYYDBR",2330,2395,3177,2016,10,13,"E2",420,"early ",0,82,0,"non",1346,2016,1,NA,NA,"nd","nd",200,"2nd"
"691","RYYDBR",2331,2396,3861,2017,5,24,"E2",419,"early ",0,118,-1,"nonbreeding",1346,2016,1,NA,NA,"nd","nd",190,"2nd"
"692","RYYDBR",2332,2397,4285,2017,7,28,"E2",419,"early ",1,143,-1,"nonbreeding",1346,2016,1,NA,NA,"nd","nd",190,"2nd"
"693","RYYDBR",2333,2398,3257,2017,3,18,"E2",420,"early ",0,93,-1,"nonbreeding",1346,2016,1,NA,NA,"nd","nd",200,"2nd"
"694","RYYDBY",2334,2399,3275,2017,3,18,"E2",424,"early ",0,102,-1,"nonbreeding",289,2016,1,"female",NA,"nd","female",240,"1st"
"695","RYYDBY",2335,2400,4297,2017,7,28,"E2",423,"early ",1,153,-1,"nonbreeding",289,2016,1,"female",NA,"nd","female",230,"1st"
"696","RYYDBY",2336,2401,4991,2017,10,12,"E2",422.5,"early ",0,151,1,"female",289,2016,1,"female",NA,"nd","female",225,"1st"
"697","RYYDBY",2337,2402,3186,2016,10,13,"E2",422,"early ",0,97,0,"non",289,2016,1,"female",NA,"nd","female",220,"1st"
"698","RYYDDG",2340,2405,5018,2017,10,13,"C1",461,"control",0,105,0,"non",1347,2016,1,NA,"pseudo","nd","nd",610,"3rd"
"699","RYYDDG",2341,2406,3126,2016,10,12,"C1",460,"control",0,88,0,"non",1347,2016,1,NA,"pseudo","nd","nd",600,"3rd"
"700","RYYDDG",2342,2407,4147,2017,5,27,"C1",461,"control",0,102,-1,"nonbreeding",1347,2016,1,NA,"pseudo","nd","nd",610,"3rd"
"701","RYYDDP",2345,2410,5060,2017,10,13,"C1",469,"control",0,125,0,"non",1349,2016,1,NA,"pseudo","nd","nd",690,"3rd"
"702","RYYDDP",2346,2411,3512,2017,3,28,"C1",466,"control",0,72,-1,"nonbreeding",1349,2016,1,NA,"pseudo","nd","nd",660,"3rd"
"703","RYYDDP",2347,2412,3142,2016,10,12,"C1",465,"control",0,69,0,"non",1349,2016,1,NA,"pseudo","nd","nd",650,"3rd"
"704","RYYDGD",2351,2416,3085,2016,10,12,"C3",503,"control",0,94,0,"non",1350,2016,1,NA,NA,"nd","nd",1030,"1st"
"705","RYYDGR",2356,2421,3069,2016,10,12,"C2",499,"control",0,89,0,"non",1352,2016,1,NA,"female","nd","female",990,"2nd"
"706","RYYDGR",2357,2422,4018,2017,5,26,"C2",499,"control",0,111,-1,"nonbreeding",1352,2016,1,NA,"female","nd","female",990,"2nd"
"707","RYYDGR",2358,2423,4873,2017,10,11,"C2",501,"control",0,121,0,"non",1352,2016,1,NA,"female","nd","female",1010,"2nd"
"708","RYYDGR",2359,2424,3357,2017,3,20,"C2",499,"control",0,95,-1,"nonbreeding",1352,2016,1,NA,"female","nd","female",990,"2nd"
"709","RYYDPG",2369,2434,5041,2017,10,13,"C1",466,"control",0,106,0,"non",1354,2016,1,NA,"pseudo","nd","nd",660,"3rd"
"710","RYYDPG",2370,2435,3151,2016,10,12,"C1",466,"control",0,81,0,"non",1354,2016,1,NA,"pseudo","nd","nd",660,"3rd"
"711","RYYDPP",2371,2436,4273,2017,7,28,"E2",415,"early ",1,133,-1,"nonbreeding",1355,2016,1,NA,NA,"nd","nd",150,"2nd"
"712","RYYDPP",2372,2437,3169,2016,10,13,"E2",418,"early ",0,87,0,"non",1355,2016,1,NA,NA,"nd","nd",180,"2nd"
"713","RYYDPR",2373,2438,3144,2016,10,12,"C1",466,"control",0,91,0,"non",1356,2016,1,NA,NA,"nd","nd",660,"2nd"
"714","RYYDPR",2374,2439,3517,2017,3,28,"C1",466,"control",0,93,-1,"nonbreeding",1356,2016,1,NA,NA,"nd","nd",660,"2nd"
"715","RYYDPR",2375,2440,4168,2017,5,27,"C1",466,"control",0,109,-1,"nonbreeding",1356,2016,1,NA,NA,"nd","nd",660,"2nd"
"716","RYYDRD",2383,2448,3060,2016,10,12,"C2",497,"control",0,82,0,"non",1357,2016,1,NA,NA,"nd","nd",970,"2nd"
"717","RYYDRD",2384,2449,4488,2017,7,30,"C2",497.5,"control",0,125,-1,"nonbreeding",1357,2016,1,NA,NA,"nd","nd",975,"2nd"
"718","RYYDRG",2385,2450,3054,2016,10,12,"C2",495,"control",0,86,0,"non",1358,2016,1,NA,NA,"nd","nd",950,"2nd"
"719","RYYDRP",2386,2451,3061,2016,10,12,"C2",497,"control",0,103,0,"non",290,2016,1,"female",NA,"nd","female",970,"1st"
"720","RYYDRP",2387,2452,4011,2017,5,26,"C2",498,"control",0,136,-1,"nonbreeding",290,2016,1,"female",NA,"nd","female",980,"1st"
"721","RYYDRP",2388,2453,4861,2017,10,11,"C2",498,"control",0,153,1,"female",290,2016,1,"female",NA,"nd","female",980,"1st"
"722","RYYDRP",2389,2454,3355,2017,3,20,"C2",498,"control",0,116,-1,"nonbreeding",290,2016,1,"female",NA,"nd","female",980,"1st"
"723","RYYDRP",2390,2455,4489,2017,7,30,"C2",497.5,"control",0,137,-1,"nonbreeding",290,2016,1,"female",NA,"nd","female",975,"1st"
"724","RYYDRR",2391,2456,3053,2016,10,12,"C2",495,"control",0,97,0,"non",1359,2016,1,NA,NA,"nd","nd",950,"1st"
"725","RYYDRY",2392,2457,3361,2017,3,20,"C2",499,"control",0,103,-1,"nonbreeding",1360,2016,1,NA,NA,"nd","nd",990,"2nd"
"726","RYYDRY",2393,2458,4019,2017,5,26,"C2",499,"control",0,128,-1,"nonbreeding",1360,2016,1,NA,NA,"nd","nd",990,"2nd"
"727","RYYDRY",2394,2459,3059,2016,10,12,"C2",497,"control",0,95,0,"non",1360,2016,1,NA,NA,"nd","nd",970,"2nd"
"728","RYYDRY",2395,2460,4502,2017,7,30,"C2",501,"control",0,132,-1,"nonbreeding",1360,2016,1,NA,NA,"nd","nd",1010,"2nd"
"729","RYYDYB",2396,2461,4149,2017,5,27,"C1",461,"control",0,116,-1,"nonbreeding",291,2016,1,"female",NA,"nd","female",610,"2nd"
"730","RYYDYB",2397,2462,5005,2017,10,13,"C1",459,"control",0,131,1,"female",291,2016,1,"female",NA,"nd","female",590,"2nd"
"731","RYYDYB",2398,2463,4404,2017,7,29,"C1",459,"control",0,126,-1,"nonbreeding",291,2016,1,"female",NA,"nd","female",590,"2nd"
"732","RYYDYB",2399,2464,3114,2016,10,12,"C1",459,"control",0,76,0,"non",291,2016,1,"female",NA,"nd","female",590,"2nd"
"733","RYYDYG",2404,2469,4541,2017,7,30,"C3",509,"control",0,131,-1,"nonbreeding",1362,2016,1,NA,NA,"nd","nd",1090,"1st"
"734","RYYDYG",2405,2470,3104,2016,10,12,"C3",509,"control",0,98,0,"non",1362,2016,1,NA,NA,"nd","nd",1090,"1st"
"735","RYYDYG",2406,2471,4048,2017,5,26,"C3",509,"control",0,129,-1,"nonbreeding",1362,2016,1,NA,NA,"nd","nd",1090,"1st"
"736","RYYDYP",2407,2472,3111,2016,10,12,"C1",458,"control",0,69,0,"non",1363,2016,1,NA,NA,"nd","nd",580,"3rd"
"737","RYYDYP",2408,2473,3491,2017,3,28,"C1",459,"control",0,77,-1,"nonbreeding",1363,2016,1,NA,NA,"nd","nd",590,"3rd"
"738","RYYDYY",2410,2475,3107,2016,10,12,"C3",509,"control",0,79,0,"non",1365,2016,1,NA,NA,"nd","nd",1090,"2nd"
"739","RYYGBB",2411,2476,2908,2016,10,11,"E1",402,"early ",0,80,0,"non",1367,2016,1,NA,NA,"nd","nd",20,"2nd"
"740","RYYGDP",2429,2494,2849,2016,10,10,"L1",439,"late",1,84,0,"non",1372,2016,1,NA,"pseudo","nd","nd",390,"2nd"
"741","RYYGDP",2430,2495,4702,2017,10,10,"L1",440,"late",1,123,0,"non",1372,2016,1,NA,"pseudo","nd","nd",400,"2nd"
"742","RYYGDP",2431,2496,4351,2017,7,28,"L1",440,"late",0,112,-1,"nonbreeding",1372,2016,1,NA,"pseudo","nd","nd",400,"2nd"
"743","RYYGDY",2433,2498,4323,2017,7,28,"L1",435,"late",0,118,-1,"nonbreeding",1373,2016,1,NA,"female","nd","female",350,"2nd"
"744","RYYGDY",2434,2499,2834,2016,10,10,"L1",433,"late",1,81,0,"non",1373,2016,1,NA,"female","nd","female",330,"2nd"
"745","RYYGDY",2435,2500,4672,2017,10,10,"L1",435,"late",1,139,0,"non",1373,2016,1,NA,"female","nd","female",350,"2nd"
"746","RYYGDY",2436,2501,3887,2017,5,24,"L1",435,"late",0,118,-1,"nonbreeding",1373,2016,1,NA,"female","nd","female",350,"2nd"
"747","RYYGGB",2437,2502,4413,2017,7,29,"C1",461,"control",0,120,-1,"nonbreeding",1374,2016,1,NA,"male","nd","nd",610,"2nd"
"748","RYYGGB",2438,2503,2742,2016,8,18,"C1",463,"control",0,88,-1,"nonbreeding",1374,2016,1,NA,"male","nd","nd",630,"2nd"
"749","RYYGGB",2439,2504,5019,2017,10,13,"C1",461,"control",0,121,0,"non",1374,2016,1,NA,"male","nd","nd",610,"2nd"
"750","RYYGGY",2447,2512,3124,2016,10,12,"C1",460,"control",0,84,0,"non",118,2016,1,NA,"female","nd","female",600,"2nd"
